school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,attendance_category,attendance_probability,boy_assignment_label,eoy_assignment_label,boy_score,eoy_score,present_boy,present_eoy,modeled_eoy_growth_delta,posterior_readiness_after_eoy,latent_readiness_after_boy,latent_readiness_after_eoy,latent_eoy_transition_delta,eoy_generation_mode,eoy_transition_type,eoy_academic_profile_status,observed_growth_delta,academic_profile_status
2029-2030,4,SYN-SIS-000503,Synthetic Student 503,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,normal,0.9371,Assignment 09,Assignment 10,65.92,70.61,true,true,4.69,68.9671,63.98,71.8964,7.9164,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,4.689999999999998,updated_assignment_10
2029-2030,4,SYN-SIS-000509,Synthetic Student 509,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,high,0.9943,Assignment 09,Assignment 10,35.43,51.17,true,true,15.74,49.1462,44.53,50.3806,5.8506,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,15.740000000000002,updated_assignment_10
2029-2030,4,SYN-SIS-000545,Synthetic Student 545,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,normal,0.9439,Assignment 09,Assignment 10,50.87,60.46,true,true,9.59,58.7151,53.14,61.9829,8.8429,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,9.590000000000003,updated_assignment_10
2029-2030,4,SYN-SIS-000548,Synthetic Student 548,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,high,0.965,Assignment 09,Assignment 10,30.33,42.68,true,true,12.35,41.4053,34.67,39.9315,5.2615,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,12.350000000000001,updated_assignment_10
2029-2030,4,SYN-SIS-000554,Synthetic Student 554,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,normal,0.9509,Assignment 09,Assignment 10,34.21,47.35,true,true,13.14,45.783,38.74,44.4273,5.6873,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,13.14,updated_assignment_10
2029-2030,4,SYN-SIS-000564,Synthetic Student 564,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,high,0.9671,Assignment 09,Assignment 10,75.42,80.43,true,true,5.01,78.3219,77.05,79.965,2.915,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,5.010000000000005,updated_assignment_10
2029-2030,4,SYN-SIS-000569,Synthetic Student 569,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,at_risk,0.5967,Assignment 09,Assignment 10,0.0,48.0,false,true,,48.1552,39.99,48.6515,8.6615,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_10,,initialized_assignment_10
2030-2031,5,SYN-SIS-000352,Synthetic Student 352,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-022,AP Calculus AB - Synthetic Section 06-22,TCH-005,Teacher 05,normal,0.9534,Assignment 11,Assignment 12,67.75,66.67,true,true,-1.08,66.5402,68.1313,69.9054,1.7741,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,-1.0799999999999983,updated_assignment_12
2030-2031,5,SYN-SIS-000366,Synthetic Student 366,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-019,AP Calculus AB - Synthetic Section 06-19,TCH-005,Teacher 05,high,0.988,Assignment 11,Assignment 12,25.61,38.73,true,true,13.12,37.7294,30.8504,38.6845,7.8341,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,13.119999999999997,updated_assignment_12
2030-2031,5,SYN-SIS-000373,Synthetic Student 373,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-024,AP Calculus BC - Synthetic Section 06-24,TCH-005,Teacher 05,high,0.9809,Assignment 11,Assignment 12,66.47,67.14,true,true,0.67,66.6969,62.1285,63.812,1.6835,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,0.6700000000000017,updated_assignment_12
2030-2031,5,SYN-SIS-000374,Synthetic Student 374,12,MATH-PRECALC,Precalculus,regular,Y05-SEC-017,Precalculus - Synthetic Section 06-17,TCH-004,Teacher 04,normal,0.9183,Assignment 11,Assignment 12,30.23,32.94,true,true,2.71,33.049,28.7681,33.9865,5.2184,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,2.7099999999999973,updated_assignment_12
2030-2031,5,SYN-SIS-000377,Synthetic Student 377,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-019,AP Calculus AB - Synthetic Section 06-19,TCH-005,Teacher 05,normal,0.9433,Assignment 11,Assignment 12,20.86,35.5,true,true,14.64,34.3092,23.8656,32.8188,8.9532,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,14.64,updated_assignment_12
2030-2031,5,SYN-SIS-000382,Synthetic Student 382,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-022,AP Calculus AB - Synthetic Section 06-22,TCH-005,Teacher 05,high,0.9708,Assignment 11,Assignment 12,41.64,49.47,true,true,7.83,48.8313,45.1139,48.8235,3.7096,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,7.829999999999998,updated_assignment_12
2030-2031,5,SYN-SIS-000384,Synthetic Student 384,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-020,AP Calculus AB - Synthetic Section 06-20,TCH-005,Teacher 05,high,0.9984,Assignment 11,Assignment 12,79.74,80.01,true,true,0.27,79.2716,73.0529,77.2301,4.1772,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,0.27000000000001023,updated_assignment_12
2030-2031,5,SYN-SIS-000388,Synthetic Student 388,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-022,AP Calculus AB - Synthetic Section 06-22,TCH-005,Teacher 05,high,0.9939,Assignment 11,Assignment 12,51.47,61.65,true,true,10.18,60.1726,51.4686,58.0262,6.5576,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,10.18,updated_assignment_12
2030-2031,5,SYN-SIS-000409,Synthetic Student 409,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-020,AP Calculus AB - Synthetic Section 06-20,TCH-005,Teacher 05,normal,0.9322,Assignment 11,Assignment 12,56.55,55.55,true,true,-1.0,55.7476,59.0526,62.4037,3.3511,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,-1.0,updated_assignment_12
2030-2031,5,SYN-SIS-000417,Synthetic Student 417,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-017,Precalculus - Synthetic Section 06-17,TCH-004,Teacher 04,normal,0.8906,Assignment 11,Assignment 12,0.0,63.65,false,true,5.56,62.5356,59.2492,63.9964,4.7472,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,,updated_assignment_12
2030-2031,5,SYN-SIS-000428,Synthetic Student 428,11,MATH-ALG2,Algebra 2,regular,Y05-SEC-009,Algebra 2 - Synthetic Section 06-09,TCH-002,Teacher 02,at_risk,0.7129,Assignment 11,Assignment 12,56.91,57.2,true,true,0.29,57.0083,53.0908,57.8829,4.7921,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,0.29000000000000625,updated_assignment_12
2030-2031,5,SYN-SIS-000431,Synthetic Student 431,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-024,AP Calculus BC - Synthetic Section 06-24,TCH-005,Teacher 05,high,0.992,Assignment 11,Assignment 12,45.82,54.57,true,true,8.75,53.495,48.0179,53.5637,5.5458,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,8.75,updated_assignment_12
2030-2031,5,SYN-SIS-000436,Synthetic Student 436,11,MATH-ALG2,Algebra 2,regular,Y05-SEC-008,Algebra 2 - Synthetic Section 06-08,TCH-002,Teacher 02,high,0.9903,Assignment 11,Assignment 12,22.02,39.03,true,true,17.01,37.2035,23.9267,35.9536,12.0269,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,17.01,updated_assignment_12
2030-2031,5,SYN-SIS-000437,Synthetic Student 437,11,MATH-ALG2,Algebra 2,regular,Y05-SEC-009,Algebra 2 - Synthetic Section 06-09,TCH-002,Teacher 02,normal,0.9156,Assignment 11,Assignment 12,39.2,48.78,true,true,9.58,47.5507,37.9469,45.7626,7.8157,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,9.579999999999998,updated_assignment_12
2030-2031,5,SYN-SIS-000440,Synthetic Student 440,11,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,normal,0.8932,Assignment 11,Assignment 12,81.53,89.34,true,true,7.81,87.4258,83.3021,87.914,4.6119,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,7.810000000000002,updated_assignment_12
2030-2031,5,SYN-SIS-000442,Synthetic Student 442,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-016,Precalculus - Synthetic Section 06-16,TCH-003,Teacher 03,normal,0.9363,Assignment 11,Assignment 12,10.87,22.69,true,true,11.82,21.9925,13.5056,26.4241,12.9185,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,11.820000000000002,updated_assignment_12
2030-2031,5,SYN-SIS-000472,Synthetic Student 472,11,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,high,0.9974,Assignment 11,Assignment 12,67.87,74.59,true,true,6.72,73.2405,67.4149,75.0162,7.6013,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,6.719999999999999,updated_assignment_12
2030-2031,5,SYN-SIS-000501,Synthetic Student 501,10,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-020,AP Calculus AB - Synthetic Section 06-20,TCH-005,Teacher 05,high,0.9761,Assignment 11,Assignment 12,44.15,43.57,true,true,-0.58,43.741,39.6255,43.1766,3.5511,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,-0.5799999999999983,updated_assignment_12
2030-2031,5,SYN-SIS-000506,Synthetic Student 506,10,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-010,Honors Algebra 2 - Synthetic Section 06-10,TCH-003,Teacher 03,high,0.9912,Assignment 11,Assignment 12,51.83,65.13,true,true,13.3,63.1244,56.7398,59.9033,3.1635,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,13.299999999999997,updated_assignment_12
2030-2031,5,SYN-SIS-000510,Synthetic Student 510,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-008,Algebra 2 - Synthetic Section 06-08,TCH-002,Teacher 02,normal,0.9319,Assignment 11,Assignment 12,40.7,45.99,true,true,5.29,45.1694,36.4228,44.2625,7.8397,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,5.289999999999999,updated_assignment_12
2030-2031,5,SYN-SIS-000530,Synthetic Student 530,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-006,Algebra 2 - Synthetic Section 06-06,TCH-002,Teacher 02,at_risk,0.7433,Assignment 11,Assignment 12,51.39,0.0,true,false,,,49.0789,54.9753,5.8964,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2030-2031,5,SYN-SIS-000533,Synthetic Student 533,10,MATH-GEOM,Geometry,regular,Y05-SEC-002,Geometry - Synthetic Section 06-02,TCH-002,Teacher 02,high,0.9936,Assignment 11,Assignment 12,47.74,56.13,true,true,8.39,54.8121,48.0369,52.6144,4.5775,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,8.39,updated_assignment_12
2030-2031,5,SYN-SIS-000535,Synthetic Student 535,10,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,normal,0.9435,Assignment 11,Assignment 12,37.15,46.21,true,true,9.06,45.277,40.0941,42.3076,2.2135,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,9.060000000000002,updated_assignment_12
2030-2031,5,SYN-SIS-000537,Synthetic Student 537,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-009,Algebra 2 - Synthetic Section 06-09,TCH-002,Teacher 02,high,0.985,Assignment 11,Assignment 12,17.6,22.39,true,true,4.79,22.5465,18.6165,24.7728,6.1563,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,4.789999999999999,updated_assignment_12
2030-2031,5,SYN-SIS-000546,Synthetic Student 546,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-006,Algebra 2 - Synthetic Section 06-06,TCH-002,Teacher 02,high,0.9861,Assignment 11,Assignment 12,53.18,57.51,true,true,4.33,56.6549,51.0323,60.5296,9.4973,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,4.329999999999998,updated_assignment_12
2030-2031,5,SYN-SIS-000549,Synthetic Student 549,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-008,Algebra 2 - Synthetic Section 06-08,TCH-002,Teacher 02,high,0.9934,Assignment 11,Assignment 12,39.7,52.08,true,true,12.38,50.2797,38.2352,47.7688,9.5336,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,12.379999999999995,updated_assignment_12
2030-2031,5,SYN-SIS-000550,Synthetic Student 550,10,MATH-GEOM,Geometry,regular,Y05-SEC-004,Geometry - Synthetic Section 06-04,TCH-002,Teacher 02,normal,0.916,Assignment 11,Assignment 12,35.61,47.51,true,true,11.9,46.1367,40.0243,46.6805,6.6562,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,11.899999999999999,updated_assignment_12
2030-2031,5,SYN-SIS-000555,Synthetic Student 555,10,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-012,Honors Algebra 2 - Synthetic Section 06-12,TCH-003,Teacher 03,high,0.9784,Assignment 11,Assignment 12,64.8,80.11,true,true,15.31,77.407,69.1917,75.8891,6.6974,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,15.310000000000002,updated_assignment_12
2030-2031,5,SYN-SIS-000556,Synthetic Student 556,10,MATH-GEOM,Geometry,regular,Y05-SEC-005,Geometry - Synthetic Section 06-05,TCH-001,Teacher 01,high,0.9835,Assignment 11,Assignment 12,32.41,35.4,true,true,2.99,35.2782,31.0141,34.1496,3.1355,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,2.990000000000002,updated_assignment_12
2030-2031,5,SYN-SIS-000562,Synthetic Student 562,10,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,at_risk,0.706,Assignment 11,Assignment 12,86.08,89.58,true,true,3.5,87.5809,81.361,87.1813,5.8203,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,3.5,updated_assignment_12
2030-2031,5,SYN-SIS-000575,Synthetic Student 575,9,MATH-ALG1,Algebra 1,regular,Y05-SEC-001,Algebra 1 - Synthetic Section 06-01,TCH-001,Teacher 01,at_risk,0.6115,Assignment 11,Assignment 12,11.14,20.09,true,true,8.95,20.1823,11.6,18.7773,7.1773,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,8.95,updated_assignment_12
2030-2031,5,SYN-SIS-000579,Synthetic Student 579,9,MATH-GEOM,Geometry,regular,Y05-SEC-003,Geometry - Synthetic Section 06-03,TCH-001,Teacher 01,normal,0.9025,Assignment 11,Assignment 12,36.83,46.56,true,true,9.73,45.4075,36.97,45.4668,8.4968,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,9.730000000000004,updated_assignment_12
2030-2031,5,SYN-SIS-000599,Synthetic Student 599,9,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-012,Honors Algebra 2 - Synthetic Section 06-12,TCH-003,Teacher 03,at_risk,0.7607,Assignment 11,Assignment 12,41.06,50.79,true,true,9.73,49.6275,37.13,48.6521,11.5221,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,9.729999999999997,updated_assignment_12
2030-2031,5,SYN-SIS-000608,Synthetic Student 608,9,MATH-GEOM,Geometry,regular,Y05-SEC-004,Geometry - Synthetic Section 06-04,TCH-002,Teacher 02,normal,0.9718,Assignment 11,Assignment 12,37.89,47.55,true,true,9.66,46.362,40.17,50.5714,10.4014,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,9.659999999999997,updated_assignment_12
2030-2031,5,SYN-SIS-000611,Synthetic Student 611,9,MATH-ALG1,Algebra 1,regular,Y05-SEC-001,Algebra 1 - Synthetic Section 06-01,TCH-001,Teacher 01,normal,0.9624,Assignment 11,Assignment 12,20.9,25.1,true,true,4.2,25.5025,20.52,26.9205,6.4005,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,4.200000000000003,updated_assignment_12
2030-2031,5,SYN-SIS-000626,Synthetic Student 626,9,MATH-GEOM,Geometry,regular,Y05-SEC-005,Geometry - Synthetic Section 06-05,TCH-001,Teacher 01,normal,0.9256,Assignment 11,Assignment 12,39.03,47.89,true,true,8.86,46.7763,41.63,46.9717,5.3417,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,8.86,updated_assignment_12
2030-2031,5,SYN-SIS-000631,Synthetic Student 631,9,MATH-GEOM,Geometry,regular,Y05-SEC-004,Geometry - Synthetic Section 06-04,TCH-002,Teacher 02,normal,0.9392,Assignment 11,Assignment 12,13.45,26.89,true,true,13.44,26.1846,16.82,24.3331,7.5131,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,13.440000000000001,updated_assignment_12
2031-2032,6,SYN-SIS-000411,Synthetic Student 411,12,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,at_risk,0.7435,Assignment 13,Assignment 14,70.99,79.85,true,true,8.86,77.9569,71.8291,78.1256,6.2965,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,8.86,updated_assignment_14
2031-2032,6,SYN-SIS-000420,Synthetic Student 420,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,normal,0.9117,Assignment 13,Assignment 14,49.14,51.69,true,true,2.55,51.4206,46.0216,48.4956,2.474,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,2.549999999999997,updated_assignment_14
2031-2032,6,SYN-SIS-000422,Synthetic Student 422,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,normal,0.9297,Assignment 13,Assignment 14,81.53,75.06,true,true,-6.47,75.2978,76.1404,76.0075,-0.1329,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,-6.469999999999999,updated_assignment_14
2031-2032,6,SYN-SIS-000435,Synthetic Student 435,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y06-SEC-024,Beyond Core Math Sequence - Synthetic Section 07-24,TCH-004,Teacher 04,normal,0.9094,Assignment 13,Assignment 14,0.0,66.66,false,true,3.8,65.8126,61.0516,65.6839,4.6323,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,,updated_assignment_14
2031-2032,6,SYN-SIS-000447,Synthetic Student 447,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y06-SEC-024,Beyond Core Math Sequence - Synthetic Section 07-24,TCH-004,Teacher 04,high,0.9723,Assignment 13,Assignment 14,38.26,41.11,true,true,2.85,41.2558,33.5673,38.784,5.2167,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,2.8500000000000014,updated_assignment_14
2031-2032,6,SYN-SIS-000450,Synthetic Student 450,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,normal,0.9141,Assignment 13,Assignment 14,60.44,60.17,true,true,-0.27,60.112,57.5749,62.1346,4.5597,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,-0.269999999999996,updated_assignment_14
2031-2032,6,SYN-SIS-000454,Synthetic Student 454,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,high,0.9923,Assignment 13,Assignment 14,54.7,51.41,true,true,-3.29,51.8785,48.0713,49.8055,1.7342,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,-3.2900000000000063,updated_assignment_14
2031-2032,6,SYN-SIS-000459,Synthetic Student 459,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,normal,0.9144,Assignment 13,Assignment 14,43.53,44.93,true,true,1.4,44.8731,41.9773,46.0187,4.0414,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,1.3999999999999986,updated_assignment_14
2031-2032,6,SYN-SIS-000481,Synthetic Student 481,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,normal,0.9377,Assignment 13,Assignment 14,41.1,48.23,true,true,7.13,47.5275,40.9211,45.299,4.3779,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,7.1299999999999955,updated_assignment_14
2031-2032,6,SYN-SIS-000501,Synthetic Student 501,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,high,0.9761,Assignment 13,Assignment 14,46.32,0.0,true,false,,,41.0804,49.4943,8.4139,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
